id,prompt,choice_a,choice_b,choice_c,choice_d,correct_choice,explanation
quiz-813,請問下列有關於 SVM 的敘述，何者錯誤？,全稱為 Support Vector Machine,與 Logistic Regression 相同屬於一種分類器方法,目前應用範圍僅在資訊安全領域,在自然語言處理（NLP）應用中，比 Bag-of-words 或是 Tf-idf 效果更好,C,正確答案是 C：目前應用範圍僅在資訊安全領域。
quiz-814,下列關於資料結構 Tree 的敘述何者錯誤？,樹的節點個數是一或多個有限集合,存在一個節點稱為根節點,跟節點的階層（Level）為 0,每個節點擁有的子節點數稱為「分支度」（Dregree）,C,正確答案是 C：跟節點的階層（Level）為 0。
quiz-815,下列關於二元樹（Binary Tree）的敘述何者錯誤？,每個節點最多只能有 2 節點,節點個數無限集合,節點各數可為的空集合,二元樹的節點可以分成兩個沒有交集的子樹,B,正確答案是 B：節點個數無限集合。
quiz-816,二元樹中，LVR Traversal 為下列何種方法？,pre-order,in-order,post-order,以上皆非,B,正確答案是 B：in-order。
quiz-817,在使用 bash 的時候，用哪個按鍵組合可以將程式放到背景並暫停？,Ctrl-Q,Ctrl-Alt-Delete,Ctrl-Space,Ctrl-Z,D,正確答案是 D：Ctrl-Z。
quiz-818,16 進位的 A 是 10 進位的多少？,10,11,12,13,A,正確答案是 A：10。
quiz-819,Linux 系統中，有五個次目錄必須與根目錄同一分割槽，不可獨立分割，請問下列何者不始於為此五次目錄？,/var,/lib,/etc,/bin,A,正確答案是 A：/var。
quiz-820,Linux 系統中，有五個次目錄必須與根目錄同一分割槽，不可獨立分割，請問下列何者屬於此五個次目錄之一？,/log,/dev,/usr,/var,B,正確答案是 B：/dev。
quiz-821,"在 C++ 中，定義一陣列 int arr[5] = {1, 2, 3, 4, 5};，請問 arr[1] 的數值為多少？",1,2,3,4,B,正確答案是 B：2。
quiz-822,一個 byte 有八個 bit，一個英文字元佔有一個 byte，請問一個中文字元有幾個 bit？,1,8,2,16,D,正確答案是 D：16。
quiz-823,在 C++ 中，下列型態何者不在標準規範中？,point,int,char,string,A,正確答案是 A：point。
quiz-824,在 C++ 中，用來表示「不等於」的運算子是下列何者？,!=,@=,#=,$=,A,正確答案是 A：!=。
quiz-825,在 C++ 中，用來表示「賦值」的運算子為下列何者？,=,->,>,<,A,正確答案是 A：=。
quiz-826,現行的 HTTPS 採用何種方式對網頁資料進行加密？,對稱式金鑰密碼法,非對稱式金鑰密碼法,兩者並用,可能是對稱式金鑰密碼法，也可能是非對稱式金鑰密碼法,C,正確答案是 C：兩者並用。
quiz-827,數位簽章，又稱公鑰數位簽章，是一種類似寫在紙上的普通的物理簽名，但是使用了公鑰加密領域的技術實現，用於鑑別數位信息的方法。對一個檔案進行加密與數位簽章後，仍不能提供下列何種安全需求？,完整性,機密性,不可否認性,不可重用性,B,正確答案是 B：機密性。
quiz-828,電腦資料存取控制的安全是經由下列何種流程來確保？,驗證→識別→授權,識別→驗證→授權,驗證→授權,識別→授權,B,正確答案是 B：識別→驗證→授權。
quiz-829,chroot 是在 UNIX 系統的一個操作，針對正在運作的軟體行程和它的子行程，改變它外顯的根目錄。chroot 程式可歸類為何種資安相關的應用？,Firewall,Sandbox,Honeypot,以上皆非,B,正確答案是 B：Sandbox。
quiz-830,下列哪一個 Linux 指令可以列出目前本機與其它連網設備的網路連線？,man,ls,netstat,ifconfig,C,正確答案是 C：netstat。
quiz-831,下列哪一個 Linux 指令可以列出目前的目錄的清單？,ls,man,netstat,ifconfig,A,正確答案是 A：ls。
quiz-832,下列哪一個 Linux 指令可以查看 Linux 中的指令幫助、配置文件幫助等訊息？,ls,ifconfig,netstat,man,D,正確答案是 D：man。
quiz-833,有關一次性密碼 (one-time password) 的說明，下列何者正確？,一次性發給多個密碼,第一次申請帳號時，臨時發給使用者的預設密碼,只使用一次即丟棄的密碼,這只是理論上的概念，無法實作出來,C,正確答案是 C：只使用一次即丟棄的密碼。
quiz-834,有關 SHA-1 的敍述，下列何者錯誤？,是一種密碼雜湊函數,訊息摘要為160位元,設計原理相似於 MD4 和 MD5,至今尚未被破解,D,正確答案是 D：至今尚未被破解。
quiz-835,在作業系統中，一組 processes 陷入互相等待的情況，造成 processes 無法往下執行，稱為 deadlock。一般來說 deadlock 成立有四個必要條件，下列何者為非？,Mutual exclusion,Hold & wait,Circular waiting,Preemption,D,正確答案是 D：Preemption。
quiz-836,在 Linux 系統中，「ls」是顯示檔案的檔名與相關屬性，「-al」則表示列出所有的檔案詳細的權限與屬性。下列有關檔案類型權限的敘述，何者正確？,r 代表可刪除,w 代表可寫,x 代表可執行,- 代表無權限,A,正確答案是 A：r 代表可刪除。
quiz-837,在 Linux 中，若有一個檔案的類型與權限資料為「-rwxr-xr--」，關於其說明何者錯誤？,擁有者的權限為可讀、可寫、可執行,同群組使用者權限為可讀可執行,其他使用者無任何權限,這個檔名為檔案,C,正確答案是 C：其他使用者無任何權限。
quiz-838,下列有關 Linux 之指令，何者錯誤？,chgrp ：改變檔案所屬群組,chown ：改變檔案擁有者,chmod ：改變檔案的權限,上列敘述接錯誤,D,正確答案是 D：上列敘述接錯誤。
quiz-839,正規表示法就是用在字串的處理上面的一項「表示式」，請問下列選項中，何者可以篩選出電子信箱？,([A-Za-z][0-9])*[\\\+\-\*]([A-Z][0-9])*,\w+([-+.']\w+)*@\w+\.\w+([-.]\w+)*,"^([\w-\.]+)((\[[0-9]{1,3}\.[0-9]{1,3}{2,4})$",([-+.']\w+)\w+([-.]\w+)*\.\w+([-.]\w+),B,正確答案是 B：\w+([-+.']\w+)*@\w+\.\w+([-.]\w+)*。
quiz-840,哪種程式語言是以縮排來分辨程式中不同的區塊（block）？,C/C++,Python,JavaScript,Go,B,正確答案是 B：Python。
quiz-841,下列時間複雜度是指數時間？,O(1),O(n^2),O(2^n),O(logn),C,正確答案是 C：O(2^n)。
quiz-842,Node.js 用的是下列何種 JavaScript engine？,WebKit,Rhino,V8,Chakra,C,正確答案是 C：V8。
quiz-843,下列哪個並不屬於 IPC（Inter-Process Communication）的方法之一？,Pipe,Signal,Shared Memory,Message Handle,D,正確答案是 D：Message Handle。
quiz-844,有許多方法可以解決 Critical Section Problem，以下的哪種方法並無法防止此現象？,Mutex,Semaphore,Peterson's Solution,Bacon's Algorithm,D,正確答案是 D：Bacon's Algorithm。
quiz-845,何者並非 HTML5 所新增的特點？,<!DOCTYPE html5>,<!DOCTYPE html>,autofocus,<canvas> tag,A,正確答案是 A：<!DOCTYPE html5>。
quiz-846,近年來有了許多 NoSQL 的資料庫，以下何者並不是 NoSQL？,PostgreSQL,Neo4j,MongoDB,Redis,A,正確答案是 A：PostgreSQL。
quiz-847,Hadoop 是近年來處理大量資料的一大利器，請問該系統是利用何種運算架構來實作？,MobReplace,MapReduce,MapReduct,ModReject,B,正確答案是 B：MapReduce。
quiz-848,在 Linux 中，執行指令 chmod 664 後該檔案權限會變成下列何者？,-rw-rw-rw-,-rw-rw----,-rw-rw-r-x,-rw-rw--r-,C,正確答案是 C：-rw-rw-r-x。
quiz-849,下列何者並非 SHA-2 家族中的標準？,SHA-256,SHA-512,SHA-384,SHA-1024,D,正確答案是 D：SHA-1024。
quiz-850,數位簽章是為了保證何種性質而存在？,機密性,不可否認性,完整性,特殊性,B,正確答案是 B：不可否認性。
quiz-851,破解 RSA 金鑰的困難主要是下列何者？,乘法速度太慢,產生大質數很困難,沒有快速的質數篩法,沒有有效的因數分解演算法,D,正確答案是 D：沒有有效的因數分解演算法。
quiz-852,rsync 與 cp 這兩個程式皆可以複製檔案，兩者的比較，何者正確？,rsync 可以透過 SSH 傳輸,rsync 可以保存原本的檔案權限,cp -u 與 rsync 使用相同 update 演算法,cp 無法顯示複製的進度,C,正確答案是 C：cp -u 與 rsync 使用相同 update 演算法。
quiz-853,在 C++ 中，「#pragma once」的用途是？,Race conditoon,Include guard,Interrupt,Data collision,B,正確答案是 B：Include guard。
quiz-854,Python3 的 built-in type 不包含哪種？,complex,list,array,dict,C,正確答案是 C：array。
quiz-855,何者是 ES6 的新保留字？,instanceof,yield,var,default,B,正確答案是 B：yield。
quiz-856,下列哪個 JavaScript code 的執行結果為 false？,undefined == undefined,10 == '10',NaN === NaN,[]+![] == 'false',C,正確答案是 C：NaN === NaN。
quiz-857,下列哪個 JavaScript code 的執行結果為 true？,[1] + [] == '1',[] == [],typeof [] == 'Array',1 === true,A,正確答案是 A：[1] + [] == '1'。
quiz-858,dd 這個公用程式的功能何者為非？,清除磁碟分割,製作開機USB,將檔案改成全部大寫,幫程式碼縮排,D,正確答案是 D：幫程式碼縮排。
quiz-859,MIT Lisence 的敘述何者正確？,不需在重置物納入該授權,可與其他授權條款並存,被授權人不可出版軟體重製物,GPL 不相容,B,正確答案是 B：可與其他授權條款並存。
quiz-860,哪個語法是 ES6 為了解決 callback 問題所加入的概念？,monad,await,promise,list comprehension,C,正確答案是 C：promise。
quiz-861,"[j for i in range(2,int(sqrt(n))) for j in range(i*2, n, i)]，這段 Python code 會出現甚麼？",1 至 n 的倍數,1 至 n 的質數,1 至 n 的幸運數,1 至 n 的合數,D,正確答案是 D：1 至 n 的合數。
quiz-862,SSH 的預設 port 是哪個？,23,22,80,66,B,正確答案是 B：22。
quiz-863,DHCP 的預設 port 是哪個？,66&67,35&36,67&68,76&86,C,正確答案是 C：67&68。
quiz-864,現行 HTTPS 是利用何種協定來建立安全連線的？,SSL,TLE,TLS,TTL,C,正確答案是 C：TLS。
quiz-865,下列何者定義了 TLS 的標準？,RFC 7540,RFC 5246,IEEE 802.1X,IEEE 754,B,正確答案是 B：RFC 5246。
quiz-866,下列何者定義了 VLAN 的標準？,RFC 7540,RFC 6749,IEEE 802.1Q,IEEE 802.1aq,C,正確答案是 C：IEEE 802.1Q。
quiz-867,一個應用程式可以不用經過大幅修改，而依照不同使用者使用不同語言、日期格式與數字格式的的設計我們稱為甚麼？,i10n,i18n,L18n,I17n,B,正確答案是 B：i18n。
quiz-868,下列何者定義了 Oauth2 的標準？,RFC 6749,RFC 7540,IEEE 802.1ap,IEEE 802.1aq,A,正確答案是 A：RFC 6749。
quiz-869,由於 Linux 有許多的 distribution，每家提供的軟體包管理器都不一樣，下列何者不是軟體包管理器？,pacman,pcman,Zypper,APT,B,正確答案是 B：pcman。
quiz-870,i18n 的全稱是？,intersection,incorporation,internationalization,incorporation,C,正確答案是 C：internationalization。
quiz-871,L10n 的全稱是？,logistician,lmfaotion,localization,legalization,C,正確答案是 C：localization。
quiz-872,可以用哪個程式查詢從本地到另一個 IP Address 所經過的 router？,ifconfig,traceroute,nslookup,ping,B,正確答案是 B：traceroute。
quiz-873,下列哪個 IP 不屬於 192.168.144.0/23 這個網段的？,192.168.145.241,192.168.143.2,192.168.144.1,192.168.144.254,B,正確答案是 B：192.168.143.2。
quiz-874,Java 是哪一間公司推出的？,Microdsoft,Amazon,Sun,WWE,C,正確答案是 C：Sun。
quiz-875,下列有關中間人攻擊的敘述，何者錯誤？,攻擊者使用公鑰交換來攔截消息並轉發，然後取代他自己的公鑰發給被請求的一方,攻擊者可以竊聽或是竄改,攻擊者可能竊聽但不竄改資料,目前尚沒有防禦中間人攻擊的方法,D,正確答案是 D：目前尚沒有防禦中間人攻擊的方法。
quiz-876,Fitbit 與 Pebble 皆有 SSL 傳輸加密，推測此兩項產品無法使用何種攻擊？,中間人攻擊,雲端服務,阻斷服務攻擊,以上皆是,A,正確答案是 A：中間人攻擊。
quiz-877,Skimer 為目前已知的第一個 ATM 惡意程式，請問關於 Skimer 的敘述何者正確 ？,最早出現在 2007 年，遠端植入到 ATM 上,透過客製化中介軟體來操作 ATM 的周邊裝置,前已知在外流傳的變種共有三種,以上皆是,B,正確答案是 B：透過客製化中介軟體來操作 ATM 的周邊裝置。
quiz-878,AI 技術廣泛應用在資安產品中，請問下列哪項有運用AI技術？,變臉詐騙阻擋,惡意巨集偵測,垃圾郵件阻擋,以上皆是,D,正確答案是 D：以上皆是。
quiz-879,二元樹中，post-order Traversal 為下列何種方法？,VLR,LVR,LRV,以上皆非,C,正確答案是 C：LRV。
quiz-880,在二元樹走訪的方法中，我們常聽到 LVR、LRV、VLR 三種方法，請問 L 代表？,移動到 Left child,移動到 Left side,Leave the program,Leave the number,A,正確答案是 A：移動到 Left child。
quiz-881,在二元樹走訪的方法中，我們常聽到 LVR、LRV、VLR 三種方法，請問 V 代表？,voice，輸出當前 node 值,vacancy，表示當前 node 為空白,vacation，程式暫停,Visiting，對當前的 node 進行print、assign或其他操作,D,正確答案是 D：Visiting，對當前的 node 進行print、assign或其他操作。
quiz-882,下列關於 SOREBRECT 勒索病毒的敘述何者錯誤？,為無檔案式威脅和勒索病毒相結合,最終目標是將系統上的檔案加密,不善匿蹤,採集樣本困難,C,正確答案是 C：不善匿蹤。
quiz-883,下列關於「變臉詐騙」的敘述，何者為真？,為高成本高收益的詐騙手段,以紙本郵件為攻擊途徑,要求使用者限時用比特幣付贖,以上皆是,C,正確答案是 C：要求使用者限時用比特幣付贖。
quiz-884,NeoPocket 為一種 ATM 惡意程式，請問有關 NeoPocket 敘述何者錯誤？,資訊竊取程式，不在乎鈔票,攻擊手法為中間人攻擊,自動方式安裝到 ATM 提款機上，經常與提款機的周邊裝置溝通,成功要件為熟悉 Diebold Agilis® 軟體並了解系統架構,C,正確答案是 C：自動方式安裝到 ATM 提款機上，經常與提款機的周邊裝置溝通。
quiz-885,Linux 的系統設定檔通常位於哪個資料夾下？,/var,/etc,/mnt,/usr,B,正確答案是 B：/etc。
quiz-886,Linux 的 inode 是用來紀錄與檔案相關資訊，以下哪個不是 inode 會記錄的東西？,檔案權限,類型,owner,檔名,D,正確答案是 D：檔名。
quiz-887,Vim 是一個強大的編輯器，但許多人不小心開啟了 Vim 卻不知道如何離開，請問下列哪個指令可以輕鬆關閉 Vim？,qeqweqwrqwer,Ctrl-Alt-Delete,Ctrl-C,以上皆非,D,正確答案是 D：以上皆非。
quiz-888,Vim 可以快速地將小寫改成大寫，請問是哪一個指令可以？,gu,gU,gg,gl,B,正確答案是 B：gU。
quiz-889,二元樹中，in-order Traversal 為下列何種方法？,VLR,LVR,LRV,以上皆非,B,正確答案是 B：LVR。
quiz-890,在二元樹走訪的方法中，我們常聽到 LVR、LRV、VLR 三種方法，請問 R 代表？,Register the program,Register the number,移動到 Right child,移動到 Right side,C,正確答案是 C：移動到 Right child。
quiz-891,RNN 又稱為循環神經網路，LSTM 為其衍伸，最主要的差異為 LSTM 中加入三個控制用開關，請問開關為下列何者？,輸入(input),輸出(output),遺忘(forget),以上皆是,D,正確答案是 D：以上皆是。
quiz-892,RNN 又稱為循環神經網路，LSTM 為其衍伸，最主要的差異為 LSTM 中加入三個控制用開關，請問開關組合為下列何者？,inside / forget / outside,input / forget / output,input / remove / output,inside / remove / outside,B,正確答案是 B：input / forget / output。
quiz-893,在 Linux 中，執行指令 chmod 664 後該檔案權限會變成下列何者？,-rw-rw-rw-,-rw-rw----,-rw-rw-r-x,-rw-rw--r-,C,正確答案是 C：-rw-rw-r-x。
quiz-894,下列何者並非 SHA-2 家族中的標準？,SHA-256,SHA-512,SHA-384,SHA-1024,D,正確答案是 D：SHA-1024。
quiz-895,下列關於 K means 敘述，何者錯誤？,為 Cluster 一種,每次執行群中心都是固定的,多用來處理 Discrete data,屬於 Unsupervised Learning,B,正確答案是 B：每次執行群中心都是固定的。
quiz-896,CSS 中 padding 這個屬性在下時，如下兩個值（ex: padding: 20px 0px），他兩個值分別依序代表了和那些方位與內部元件的距離呢？,上左與下右,上下與左右,右下與左上,左右與上下,B,正確答案是 B：上下與左右。
quiz-897,許多政府機關的網站的角落都會有 ::: 請問這是什麼？,方便非視覺閱讀的「導盲磚」（亦稱做定位點）,政府網站的秘密溝通代碼，那些冒號都不是冒號,告訴你這是網站最重要的內容在哪,是政府網站的代碼,A,正確答案是 A：方便非視覺閱讀的「導盲磚」（亦稱做定位點）。
quiz-898,請問 SITCON 從哪一屆開始有除了有 SITCON 娘也有 SITCON 郎？,SITCON 2014,SITCON 2015,SITCON 2016,SITCON 2017,B,正確答案是 B：SITCON 2015。
quiz-899,PT Sans 為俄國非襯線字體，開發於 1998 年紀念彼得大帝對於俄國知識傳播的貢獻，該字體該國資訊公眾基礎工程之一，目前可透過 Google Fonts 線上字體中使用該字體。請問哪一年的 SITCON 主視覺採用該字體為標準字？,SITCON 2013,SITCON 2014,SITCON 2015,SITCON 2016,C,正確答案是 C：SITCON 2015。
quiz-900,ITSA 從第一年 SITCON 2013 即開始支持我們的活動，請問其現階段的全銜為何？,教育部資通訊軟體創新人才推升計畫推動中心,教育部資訊軟體人才培育計畫,中研院自由軟體鑄造場,教育部軟體工程聯盟,A,正確答案是 A：教育部資通訊軟體創新人才推升計畫推動中心。
quiz-901,二進位表示法的 0101 在十進位表示法中寫成？,4,5,6,7,B,正確答案是 B：5。
quiz-902,二進位表示法的 0110 在十進位表示法中寫成？,4,5,6,7,C,正確答案是 C：6。
quiz-903,二進位表示法的 0111 在十進位表示法中寫成？,4,5,6,7,D,正確答案是 D：7。
quiz-904,二進位表示法的 1000 在十進位表示法中寫成？,7,8,9,10,B,正確答案是 B：8。
quiz-905,二進位表示法的 1001 在十進位表示法中寫成？,7,8,9,10,C,正確答案是 C：9。
quiz-906,下列何者不是音樂檔的檔案格式？,.pdf,.wav,.mid,.mp3,A,正確答案是 A：.pdf。
quiz-907,下列何者不是「資訊安全」所要確保的資訊特性？,機密性(Confidentiality),完整性(Integrity),可用性(Avail ability),可延伸性(Scalability)。,D,正確答案是 D：可延伸性(Scalability)。。
quiz-908,下列何者為歐盟通用資料保護規則（GDPR）所保護的個資內容？,Cookie,個人電子信箱,社群網站活動紀錄,以上皆是,D,正確答案是 D：以上皆是。
quiz-909,資訊安全中的「社交工程（Social Engineering）」主要是透過什麼樣弱點，來達成對資訊安全的攻擊方式？,技術缺憾,人性弱點,設備故障,後門程式的掩護。,B,正確答案是 B：人性弱點。
quiz-910,已知一規則定義如下： F0 = 0、F1 = 1、Fn = Fn-1 + Fn-2，請問此規則名為？,畢氏定理,費氏數列,二項氏定理,測不準定律,B,正確答案是 B：費氏數列。
quiz-911,若有一演算法，其執行時間固定不變，請問該演算法時間複雜度為？,O(1),O(n),O(logn),O(0),A,正確答案是 A：O(1)。
quiz-912,下列關於演算法與資料結構的說明，何者錯誤？,資料結構討論電腦中資料儲存的方式,演算法討論解決問題的方法,資料結構的好壞只會影響程式判讀層面,透過資料結構與的演算法，可提升程式效能,C,正確答案是 C：資料結構的好壞只會影響程式判讀層面。
quiz-913,機器學習是一門設計如何讓演算法能夠學習的電腦科學，請問機器學習的典型應用領域包含下列何者？,概念學習,預設模型,分群,以上皆是,D,正確答案是 D：以上皆是。
quiz-914,在 Bash 中，下列選項何者可以用來表示註解？,#,//,rem,/* */,A,正確答案是 A：#。
quiz-915,在 cmd.exe 中，下列哪一個指令可以用來刪除檔案？,del,rmdir,rem,rm,D,正確答案是 D：rm。
quiz-916,下列文書編輯套裝軟體，何者為開放原始碼？,Microsoft Office,WPS Office,iWork,LibreOffice,D,正確答案是 D：LibreOffice。
quiz-917,誰是今年 SITCON 2018 總召？,小蘭,工藤,毛利,柯南,B,正確答案是 B：工藤。
quiz-918,SITCON 2018 年會地點在哪？,中央研究院人工智慧科學館,中央研究院社會科學館,中央研究院人文社會科學館,我是誰我在哪,C,正確答案是 C：中央研究院人文社會科學館。
quiz-919,以下何者不符合正規表達式「aa+b+」？,aab,abb,aaab,aabb,B,正確答案是 B：abb。
quiz-920,以下何者不符合正規表達式「ab+a+b」？,aab,abaab,abbab,abbaab,A,正確答案是 A：aab。
quiz-921,"假設現在 $t0=0、$t1=1、$t2=2，則若有一 MIPS 指令 add $t0, $t1, $t2，問 $t0=？",0,1,2,3,D,正確答案是 D：3。
quiz-922,使用 CSS 為網頁排版時，「單位」是很重要的，請問 CSS 不支援下列哪一種單位？,em,vh,%,小石,D,正確答案是 D：小石。
quiz-923,請問下列何者為 SITCON 2018 之贊助單位？,曉數碼,趨勢科技,微軟,以上皆是,D,正確答案是 D：以上皆是。
quiz-924,請問下列何者為 SITCON 2018 之合作夥伴？,鴻寬科技,張國周製藥,TWNIC,以上皆是,D,正確答案是 D：以上皆是。
quiz-925,請問下列何者為 SITCON 2018 之贊助夥伴？,祐生基金會,KKBOX,Dcard,以上皆是,D,正確答案是 D：以上皆是。
quiz-926,請問下列何者為 SITCON 2018 之合作單位？,ITSA,COSCUP,經濟部資策會,以上皆是,D,正確答案是 D：以上皆是。
quiz-927,請問最基本的邏輯運算子符號不包含下列何者？,AND,OR,NOR,NOT,C,正確答案是 C：NOR。
quiz-928,請問 AR 的全稱為？,虛擬實境,擴增實境,混合實境,以上皆非,B,正確答案是 B：擴增實境。
quiz-929,請問 VR 的全稱為？,虛擬實境,擴增實境,混合實境,以上皆非,A,正確答案是 A：虛擬實境。
quiz-930,請問 MR 的全稱為？,虛擬實境,擴增實境,混合實境,以上皆非,C,正確答案是 C：混合實境。
quiz-931,"CSS 得以用直接輸入 RBG 的數值來表達描述物件的顏色，請問 rgba(0, 0, 0, 0.5); 意味著這是什麼顏色？",百分之 50 半透明的黑色,百分之 0.5 半透明的黑色,百分之 50 半透明的白色,百分之 0.5 半透明的白色,A,正確答案是 A：百分之 50 半透明的黑色。
quiz-932,"CSS 得以用直接輸入 RBG 的數值來表達描述物件的顏色，請問 rgba(255, 255, 255, 0.5); 意味著這是什麼顏色？",百分之 50 半透明的黑色,百分之 0.5 半透明的黑色,百分之 50 半透明的白色,百分之 0.5 半透明的白色,C,正確答案是 C：百分之 50 半透明的白色。
quiz-933,"假設現在 $t0=0、$t1=1、$t2=2，則若有一 MIPS 指令 add $t0, $t1, $t2，問 $t1=？",0,1,2,3,B,正確答案是 B：1。
quiz-934,何者不是文字編碼方式？,ASCII,Unicode,TTF,Big5,C,正確答案是 C：TTF。
quiz-935,TCP 協定的主要功能不包含以下哪一項？,加密,建立連線,重送,控制流量,A,正確答案是 A：加密。
quiz-936,N 層二元樹，其節點數最多有幾個？,2N,N^2,2N-1,2^N-1,D,正確答案是 D：2^N-1。
quiz-937,下列何者不是 Uber 現有服務？,Express Pool,Uber Eats,Uber Bike,以上皆非,D,正確答案是 D：以上皆非。
quiz-938,常聽到的 4G、5G 的「G」是什麼意思？,Generation,Gigabtyes,Gap,Genus,A,正確答案是 A：Generation。
quiz-939,在 IPv4 中，使用 32 位元共 4 組，每組位元最大值為多少？,255,256,257,258,A,正確答案是 A：255。
quiz-940,下列何者非 Linux Kernel 的功能？,Process control,Memory management,File System management,System call controller,D,正確答案是 D：System call controller。
quiz-941,下列何者為 GNU General Public License （GPL）的精神？,開發 GPL 的團體不可以經由該軟體的服務來取得服務的費用,GPL 的授權之軟體，乃為自由軟體，任何人皆可擁有他,GPL 授權下，為保護智慧財產權，不需要公布其原始碼,經過修改過後 open source 均為修改者或是修改團體所擁有，不需要回饋,B,正確答案是 B：GPL 的授權之軟體，乃為自由軟體，任何人皆可擁有他。
quiz-942,過去傳統的 IDE 為用來傳輸硬碟資料的一個介面，一般而言，過去的傳統普通 PC，允許幾個 IDE 介面與裝置？,3 個,4 個,5 個,6 個,B,正確答案是 B：4 個。
quiz-943,一般而言安裝 Linux 至少要有哪兩個 partition？,root / swap,root / cache,root / home,root / media,A,正確答案是 A：root / swap。
quiz-944,過去的 Linux 系統中，利用執行級別（Runlevel）作為不同的執行模式，根據執行級別通常分為 7 等，分別是從 0 到 6，請問下列級別中，何者正確？,0 : 重新開機,3：純文字介面登入，多人單工環境,5：X-Window 登入模式，多人多工模式,6 : 停機、關機,C,正確答案是 C：5：X-Window 登入模式，多人多工模式。
quiz-945,在 ASCII 中，48 用來代表什麼？,0,1,2,3,A,正確答案是 A：0。
quiz-946,下列何者是今日議程之一？,格鬥遊戲 AI 開發經驗談,「我寫故我在」社群媒體裡的憂鬱蹤跡,泡沫列車：一趟加密貨幣的經濟之旅,雷系魔法師也能煎牛排！,C,正確答案是 C：泡沫列車：一趟加密貨幣的經濟之旅。
quiz-947,下列何者是今日議程之一？,BGP Hijacking: new ways to mass surveillance,The evolving role of mobile communication in everyday logistics,"Mobile connection: Permanently online, permanently connected.",Analysis and Improvement of IOTA PoW Implementation,D,正確答案是 D：Analysis and Improvement of IOTA PoW Implementation。
quiz-948,下列何者是今日議程之一？,雷系魔法師也能煎牛排！,「我寫故我在」社群媒體裡的憂鬱蹤跡,直播邊看邊好玩：探討遊戲挑戰及持續意圖,"想學 OS, 從 MINIX 開始",D,"正確答案是 D：想學 OS, 從 MINIX 開始。"
quiz-949,下列何者是今日議程之一？,網路身分的真與假：談網路實名制,格鬥遊戲 AI 開發經驗談,從學生到放火實習生的奇幻旅程,「我寫故我在」社群媒體裡的憂鬱蹤跡,C,正確答案是 C：從學生到放火實習生的奇幻旅程。
